,Datetime1,DAYTON_MW,Datetime
0,12:00:00 AM,20.867,1/4/2022
1,12:00:00 AM,21,1/4/2022
2,12:00:00 AM,20.867,1/4/2022
3,12:00:00 AM,20.65,1/4/2022
4,12:00:00 AM,20.4,1/4/2022
5,12:00:00 AM,20.1,1/4/2022
6,12:00:00 AM,19.8,1/4/2022
7,12:00:00 AM,19.5,1/4/2022
8,12:00:00 AM,19.4,1/4/2022
9,12:00:00 AM,19.5,1/4/2022
10,12:00:00 AM,19.933,1/4/2022
11,12:00:00 AM,20.75,1/4/2022
12,12:00:00 AM,21.833,1/4/2022
13,12:00:00 AM,22.75,1/4/2022
14,12:00:00 AM,23.7,1/4/2022
15,12:00:00 AM,24.6,1/4/2022
16,12:00:00 AM,25.1,1/4/2022
17,12:00:00 AM,12.1,1/4/2022
18,12:00:00 AM,19.667,1/4/2022
19,12:00:00 AM,23.133,1/4/2022
20,12:00:00 AM,23.1,1/4/2022
21,12:00:00 AM,22.7,1/4/2022
22,12:00:00 AM,22.3,1/4/2022
23,12:00:00 AM,21.8,1/4/2022
24,12:00:00 AM,21.333,1/5/2022
25,12:00:00 AM,20.933,1/5/2022
26,12:00:00 AM,20.567,1/5/2022
27,12:00:00 AM,20.25,1/5/2022
28,12:00:00 AM,20.1,1/5/2022
29,12:00:00 AM,15.667,1/5/2022
30,12:00:00 AM,19.167,1/5/2022
31,12:00:00 AM,14.1,1/5/2022
32,12:00:00 AM,14.05,1/5/2022
33,12:00:00 AM,13.467,1/5/2022
34,12:00:00 AM,11.4,1/5/2022
35,12:00:00 AM,9.9,1/5/2022
36,12:00:00 AM,9.833,1/5/2022
37,12:00:00 AM,10,1/5/2022
38,12:00:00 AM,13.033,1/5/2022
39,12:00:00 AM,9.333,1/5/2022
40,12:00:00 AM,12.7,1/5/2022
41,12:00:00 AM,12.733,1/5/2022
42,12:00:00 AM,15.733,1/5/2022
43,12:00:00 AM,16.033,1/5/2022
44,12:00:00 AM,16.033,1/5/2022
45,12:00:00 AM,16.1,1/5/2022
46,12:00:00 AM,12.95,1/5/2022
47,12:00:00 AM,23.6,1/5/2022
48,12:00:00 AM,26.5,1/6/2022
49,12:00:00 AM,25.5,1/6/2022
50,12:00:00 AM,24.5,1/6/2022
51,12:00:00 AM,23.633,1/6/2022
52,12:00:00 AM,23.1,1/6/2022
53,12:00:00 AM,22.6,1/6/2022
54,12:00:00 AM,14.9,1/6/2022
55,12:00:00 AM,14.133,1/6/2022
56,12:00:00 AM,22.7,1/6/2022
57,12:00:00 AM,23.533,1/6/2022
58,12:00:00 AM,23.75,1/6/2022
59,12:00:00 AM,24.2,1/6/2022
60,12:00:00 AM,24.867,1/6/2022
61,12:00:00 AM,25.5,1/6/2022
62,12:00:00 AM,26,1/6/2022
63,12:00:00 AM,26.267,1/6/2022
64,12:00:00 AM,9.633,1/6/2022
65,12:00:00 AM,9.267,1/6/2022
66,12:00:00 AM,8.85,1/6/2022
67,12:00:00 AM,15.6,1/6/2022
68,12:00:00 AM,12.267,1/6/2022
69,12:00:00 AM,9.067,1/6/2022
70,12:00:00 AM,12.467,1/6/2022
71,12:00:00 AM,21.35,1/6/2022
72,12:00:00 AM,23.967,1/7/2022
73,12:00:00 AM,24.4,1/7/2022
74,12:00:00 AM,23.9,1/7/2022
75,12:00:00 AM,23.3,1/7/2022
76,12:00:00 AM,22.8,1/7/2022
77,12:00:00 AM,20.8,1/7/2022
78,12:00:00 AM,14.967,1/7/2022
79,12:00:00 AM,11.7,1/7/2022
80,12:00:00 AM,15.6,1/7/2022
81,12:00:00 AM,8.4,1/7/2022
82,12:00:00 AM,9.067,1/7/2022
83,12:00:00 AM,9.967,1/7/2022
84,12:00:00 AM,9.8,1/7/2022
85,12:00:00 AM,9.833,1/7/2022
86,12:00:00 AM,12.433,1/7/2022
87,12:00:00 AM,9.767,1/7/2022
88,12:00:00 AM,9.567,1/7/2022
89,12:00:00 AM,9.1,1/7/2022
90,12:00:00 AM,11.7,1/7/2022
91,12:00:00 AM,25.333,1/7/2022
92,12:00:00 AM,8.167,1/7/2022
93,12:00:00 AM,16.167,1/7/2022
94,12:00:00 AM,16.133,1/7/2022
95,12:00:00 AM,26.2,1/7/2022
96,12:00:00 AM,26.75,1/8/2022
97,12:00:00 AM,25.867,1/8/2022
98,12:00:00 AM,24.767,1/8/2022
99,12:00:00 AM,23.95,1/8/2022
100,12:00:00 AM,23.333,1/8/2022
101,12:00:00 AM,22.7,1/8/2022
102,12:00:00 AM,11.8,1/8/2022
103,12:00:00 AM,15.4,1/8/2022
104,12:00:00 AM,7.45,1/8/2022
105,12:00:00 AM,12.167,1/8/2022
106,12:00:00 AM,9.2,1/8/2022
107,12:00:00 AM,9.8,1/8/2022
108,12:00:00 AM,10.067,1/8/2022
109,12:00:00 AM,10.1,1/8/2022
110,12:00:00 AM,10.35,1/8/2022
111,12:00:00 AM,14.567,1/8/2022
112,12:00:00 AM,9.1,1/8/2022
113,12:00:00 AM,8.133,1/8/2022
114,12:00:00 AM,20.55,1/8/2022
115,12:00:00 AM,19.167,1/8/2022
116,12:00:00 AM,18.1,1/8/2022
117,12:00:00 AM,11,1/8/2022
118,12:00:00 AM,13.233,1/8/2022
119,12:00:00 AM,21.167,1/8/2022
120,12:00:00 AM,23.5,1/9/2022
121,12:00:00 AM,23.7,1/9/2022
122,12:00:00 AM,23.267,1/9/2022
123,12:00:00 AM,22.8,1/9/2022
124,12:00:00 AM,22.333,1/9/2022
125,12:00:00 AM,22,1/9/2022
126,12:00:00 AM,16.533,1/9/2022
127,12:00:00 AM,14.333,1/9/2022
128,12:00:00 AM,12.2,1/9/2022
129,12:00:00 AM,8.767,1/9/2022
130,12:00:00 AM,9.4,1/9/2022
131,12:00:00 AM,9.633,1/9/2022
132,12:00:00 AM,9.9,1/9/2022
133,12:00:00 AM,9.5,1/9/2022
134,12:00:00 AM,12.8,1/9/2022
135,12:00:00 AM,9.833,1/9/2022
136,12:00:00 AM,9.1,1/9/2022
137,12:00:00 AM,13.067,1/9/2022
138,12:00:00 AM,16.5,1/9/2022
139,12:00:00 AM,25.033,1/9/2022
140,12:00:00 AM,23.5,1/9/2022
141,12:00:00 AM,8.325,1/9/2022
142,12:00:00 AM,14.2,1/9/2022
143,12:00:00 AM,25.7,1/9/2022
144,12:00:00 AM,26.767,1/10/2022
145,12:00:00 AM,25.367,1/10/2022
146,12:00:00 AM,24.1,1/10/2022
147,12:00:00 AM,23.2,1/10/2022
148,12:00:00 AM,22.533,1/10/2022
149,12:00:00 AM,21.933,1/10/2022
150,12:00:00 AM,21.85,1/10/2022
151,12:00:00 AM,22.9,1/10/2022
152,12:00:00 AM,18.2,1/10/2022
153,12:00:00 AM,12.75,1/10/2022
154,12:00:00 AM,12.575,1/10/2022
155,12:00:00 AM,17.8,1/10/2022
156,12:00:00 AM,9.867,1/10/2022
157,12:00:00 AM,10.333,1/10/2022
158,12:00:00 AM,19.5,1/10/2022
159,12:00:00 AM,13,1/10/2022
160,12:00:00 AM,14.267,1/10/2022
161,12:00:00 AM,17.633,1/10/2022
162,12:00:00 AM,21.367,1/10/2022
163,12:00:00 AM,22.85,1/10/2022
164,12:00:00 AM,18.467,1/10/2022
165,12:00:00 AM,14.067,1/10/2022
166,12:00:00 AM,18.867,1/10/2022
167,12:00:00 AM,23.867,1/10/2022
168,12:00:00 AM,25.05,1/11/2022
169,12:00:00 AM,24.5,1/11/2022
170,12:00:00 AM,23.567,1/11/2022
171,12:00:00 AM,22.8,1/11/2022
172,12:00:00 AM,22.3,1/11/2022
173,12:00:00 AM,21.867,1/11/2022
174,12:00:00 AM,21.5,1/11/2022
175,12:00:00 AM,21.3,1/11/2022
176,12:00:00 AM,21.5,1/11/2022
177,12:00:00 AM,21.967,1/11/2022
178,12:00:00 AM,22.767,1/11/2022
179,12:00:00 AM,23.35,1/11/2022
180,12:00:00 AM,23.667,1/11/2022
181,12:00:00 AM,23.833,1/11/2022
182,12:00:00 AM,24.133,1/11/2022
183,12:00:00 AM,24.3,1/11/2022
184,12:00:00 AM,24.2,1/11/2022
185,12:00:00 AM,23.9,1/11/2022
186,12:00:00 AM,23.4,1/11/2022
187,12:00:00 AM,22.95,1/11/2022
188,12:00:00 AM,22.433,1/11/2022
189,12:00:00 AM,22.033,1/11/2022
190,12:00:00 AM,21.75,1/11/2022
191,12:00:00 AM,21.433,1/11/2022
192,12:00:00 AM,21.25,1/12/2022
193,12:00:00 AM,21.075,1/12/2022
194,12:00:00 AM,20.833,1/12/2022
195,12:00:00 AM,20.7,1/12/2022
196,12:00:00 AM,20.55,1/12/2022
197,12:00:00 AM,20.267,1/12/2022
198,12:00:00 AM,21.767,1/12/2022
199,12:00:00 AM,24.767,1/12/2022
200,12:00:00 AM,24.067,1/12/2022
201,12:00:00 AM,23.4,1/12/2022
202,12:00:00 AM,23.333,1/12/2022
203,12:00:00 AM,23.7,1/12/2022
204,12:00:00 AM,24.2,1/12/2022
205,12:00:00 AM,24.8,1/12/2022
206,12:00:00 AM,25.467,1/12/2022
207,12:00:00 AM,25.7,1/12/2022
208,12:00:00 AM,25.4,1/12/2022
209,12:00:00 AM,24.35,1/12/2022
210,12:00:00 AM,23.3,1/12/2022
211,12:00:00 AM,22.3,1/12/2022
212,12:00:00 AM,21.55,1/12/2022
213,12:00:00 AM,20.933,1/12/2022
214,12:00:00 AM,20.3,1/12/2022
215,12:00:00 AM,19.933,1/12/2022
216,12:00:00 AM,19.55,1/13/2022
217,12:00:00 AM,19.167,1/13/2022
218,12:00:00 AM,18.733,1/13/2022
219,12:00:00 AM,18.233,1/13/2022
220,12:00:00 AM,17.733,1/13/2022
221,12:00:00 AM,17.35,1/13/2022
222,12:00:00 AM,17.733,1/13/2022
223,12:00:00 AM,21.633,1/13/2022
224,12:00:00 AM,21.467,1/13/2022
225,12:00:00 AM,20.867,1/13/2022
226,12:00:00 AM,20.85,1/13/2022
227,12:00:00 AM,21.233,1/13/2022
228,12:00:00 AM,21.775,1/13/2022
229,12:00:00 AM,22.667,1/13/2022
230,12:00:00 AM,23.533,1/13/2022
231,12:00:00 AM,24,1/13/2022
232,12:00:00 AM,23.867,1/13/2022
233,12:00:00 AM,23.35,1/13/2022
234,12:00:00 AM,22.6,1/13/2022
235,12:00:00 AM,21.9,1/13/2022
236,12:00:00 AM,21.233,1/13/2022
237,12:00:00 AM,21.533,1/13/2022
238,12:00:00 AM,22.4,1/13/2022
239,12:00:00 AM,26.05,1/13/2022
240,12:00:00 AM,25.1,1/14/2022
241,12:00:00 AM,23.3,1/14/2022
242,12:00:00 AM,21.8,1/14/2022
243,12:00:00 AM,20.733,1/14/2022
244,12:00:00 AM,19.9,1/14/2022
245,12:00:00 AM,19.3,1/14/2022
246,12:00:00 AM,19.667,1/14/2022
247,12:00:00 AM,20.667,1/14/2022
248,12:00:00 AM,21.433,1/14/2022
249,12:00:00 AM,22.533,1/14/2022
250,12:00:00 AM,18.233,1/14/2022
251,12:00:00 AM,17.9,1/14/2022
252,12:00:00 AM,12.5,1/14/2022
253,12:00:00 AM,9.65,1/14/2022
254,12:00:00 AM,17.3,1/14/2022
255,12:00:00 AM,25.75,1/14/2022
256,12:00:00 AM,26.733,1/14/2022
257,12:00:00 AM,25.467,1/14/2022
258,12:00:00 AM,24.067,1/14/2022
259,12:00:00 AM,23.067,1/14/2022
260,12:00:00 AM,22.3,1/14/2022
261,12:00:00 AM,21.533,1/14/2022
262,12:00:00 AM,23.033,1/14/2022
263,12:00:00 AM,26.15,1/14/2022
264,12:00:00 AM,24.833,1/15/2022
265,12:00:00 AM,23.3,1/15/2022
266,12:00:00 AM,22.033,1/15/2022
267,12:00:00 AM,20.833,1/15/2022
268,12:00:00 AM,19.9,1/15/2022
269,12:00:00 AM,19.2,1/15/2022
270,12:00:00 AM,18.9,1/15/2022
271,12:00:00 AM,20.55,1/15/2022
272,12:00:00 AM,21.2,1/15/2022
273,12:00:00 AM,21.767,1/15/2022
274,12:00:00 AM,22.9,1/15/2022
275,12:00:00 AM,13.933,1/15/2022
276,12:00:00 AM,21.4,1/15/2022
277,12:00:00 AM,14.133,1/15/2022
278,12:00:00 AM,18.1,1/15/2022
279,12:00:00 AM,18.433,1/15/2022
280,12:00:00 AM,13.45,1/15/2022
281,12:00:00 AM,23.4,1/15/2022
282,12:00:00 AM,23.067,1/15/2022
283,12:00:00 AM,23.867,1/15/2022
284,12:00:00 AM,22.4,1/15/2022
285,12:00:00 AM,22.167,1/15/2022
286,12:00:00 AM,21.95,1/15/2022
287,12:00:00 AM,26.3,1/15/2022
288,12:00:00 AM,25.267,1/16/2022
289,12:00:00 AM,23.433,1/16/2022
290,12:00:00 AM,21.933,1/16/2022
291,12:00:00 AM,20.8,1/16/2022
292,12:00:00 AM,20.05,1/16/2022
293,12:00:00 AM,19.533,1/16/2022
294,12:00:00 AM,19.167,1/16/2022
295,12:00:00 AM,20.3,1/16/2022
296,12:00:00 AM,21.9,1/16/2022
297,12:00:00 AM,22.5,1/16/2022
298,12:00:00 AM,16.467,1/16/2022
299,12:00:00 AM,23.4,1/16/2022
300,12:00:00 AM,17.133,1/16/2022
301,12:00:00 AM,11.933,1/16/2022
302,12:00:00 AM,10.2,1/16/2022
303,12:00:00 AM,12.6,1/16/2022
304,12:00:00 AM,17.4,1/16/2022
305,12:00:00 AM,16.033,1/16/2022
306,12:00:00 AM,15.667,1/16/2022
307,12:00:00 AM,23.15,1/16/2022
308,12:00:00 AM,15.8,1/16/2022
309,12:00:00 AM,15.8,1/16/2022
310,12:00:00 AM,22.733,1/16/2022
311,12:00:00 AM,26.167,1/16/2022
312,12:00:00 AM,24.633,1/17/2022
313,12:00:00 AM,23.35,1/17/2022
314,12:00:00 AM,22.333,1/17/2022
315,12:00:00 AM,21.5,1/17/2022
316,12:00:00 AM,20.967,1/17/2022
317,12:00:00 AM,20.5,1/17/2022
318,12:00:00 AM,20.233,1/17/2022
319,12:00:00 AM,23.5,1/17/2022
320,12:00:00 AM,22.9,1/17/2022
321,12:00:00 AM,22.1,1/17/2022
322,12:00:00 AM,22.1,1/17/2022
323,12:00:00 AM,22.633,1/17/2022
324,12:00:00 AM,23.35,1/17/2022
325,12:00:00 AM,24.033,1/17/2022
326,12:00:00 AM,24.667,1/17/2022
327,12:00:00 AM,24.9,1/17/2022
328,12:00:00 AM,24.8,1/17/2022
329,12:00:00 AM,24.367,1/17/2022
330,12:00:00 AM,23.8,1/17/2022
331,12:00:00 AM,23.2,1/17/2022
332,12:00:00 AM,22.667,1/17/2022
333,12:00:00 AM,22.25,1/17/2022
334,12:00:00 AM,22.033,1/17/2022
335,12:00:00 AM,21.867,1/17/2022
336,12:00:00 AM,21.467,1/18/2022
337,12:00:00 AM,21.15,1/18/2022
338,12:00:00 AM,20.8,1/18/2022
339,12:00:00 AM,20.367,1/18/2022
340,12:00:00 AM,19.967,1/18/2022
341,12:00:00 AM,19.65,1/18/2022
342,12:00:00 AM,19.5,1/18/2022
343,12:00:00 AM,19.267,1/18/2022
344,12:00:00 AM,19.3,1/18/2022
345,12:00:00 AM,19.8,1/18/2022
346,12:00:00 AM,20.45,1/18/2022
347,12:00:00 AM,21.3,1/18/2022
348,12:00:00 AM,22.175,1/18/2022
349,12:00:00 AM,23,1/18/2022
350,12:00:00 AM,23.867,1/18/2022
351,12:00:00 AM,24.367,1/18/2022
352,12:00:00 AM,24.35,1/18/2022
353,12:00:00 AM,24,1/18/2022
354,12:00:00 AM,23.3,1/18/2022
355,12:00:00 AM,22.55,1/18/2022
356,12:00:00 AM,21.933,1/18/2022
357,12:00:00 AM,21.3,1/18/2022
358,12:00:00 AM,20.733,1/18/2022
359,12:00:00 AM,20.2,1/18/2022
360,12:00:00 AM,19.667,1/19/2022
361,12:00:00 AM,19.35,1/19/2022
362,12:00:00 AM,19.1,1/19/2022
363,12:00:00 AM,18.8,1/19/2022
364,12:00:00 AM,18.5,1/19/2022
365,12:00:00 AM,18.4,1/19/2022
366,12:00:00 AM,19.6,1/19/2022
367,12:00:00 AM,22.667,1/19/2022
368,12:00:00 AM,25.067,1/19/2022
369,12:00:00 AM,23.467,1/19/2022
370,12:00:00 AM,22.533,1/19/2022
371,12:00:00 AM,22.5,1/19/2022
372,12:00:00 AM,22.85,1/19/2022
373,12:00:00 AM,23.333,1/19/2022
374,12:00:00 AM,23.8,1/19/2022
375,12:00:00 AM,23.9,1/19/2022
376,12:00:00 AM,23.75,1/19/2022
377,12:00:00 AM,23.3,1/19/2022
378,12:00:00 AM,22.7,1/19/2022
379,12:00:00 AM,22.167,1/19/2022
380,12:00:00 AM,21.75,1/19/2022
381,12:00:00 AM,21.333,1/19/2022
382,12:00:00 AM,21,1/19/2022
383,12:00:00 AM,20.9,1/19/2022
384,12:00:00 AM,20.633,1/20/2022
385,12:00:00 AM,20.3,1/20/2022
386,12:00:00 AM,20,1/20/2022
387,12:00:00 AM,19.75,1/20/2022
388,12:00:00 AM,19.467,1/20/2022
389,12:00:00 AM,19.233,1/20/2022
390,12:00:00 AM,20.333,1/20/2022
391,12:00:00 AM,18.6,1/20/2022
392,12:00:00 AM,15.6,1/20/2022
393,12:00:00 AM,15.3,1/20/2022
394,12:00:00 AM,12.1,1/20/2022
395,12:00:00 AM,9.6,1/20/2022
396,12:00:00 AM,10.4,1/20/2022
397,12:00:00 AM,10.233,1/20/2022
398,12:00:00 AM,10,1/20/2022
399,12:00:00 AM,10.033,1/20/2022
400,12:00:00 AM,10.267,1/20/2022
401,12:00:00 AM,9.933,1/20/2022
402,12:00:00 AM,9.233,1/20/2022
403,12:00:00 AM,13.633,1/20/2022
404,12:00:00 AM,24.533,1/20/2022
405,12:00:00 AM,23.667,1/20/2022
406,12:00:00 AM,22.433,1/20/2022
407,12:00:00 AM,21.9,1/20/2022
408,12:00:00 AM,21.6,1/21/2022
409,12:00:00 AM,21.233,1/21/2022
410,12:00:00 AM,20.833,1/21/2022
411,12:00:00 AM,20.45,1/21/2022
412,12:00:00 AM,20.133,1/21/2022
413,12:00:00 AM,19.733,1/21/2022
414,12:00:00 AM,20.033,1/21/2022
415,12:00:00 AM,16.633,1/21/2022
416,12:00:00 AM,20.25,1/21/2022
417,12:00:00 AM,10.85,1/21/2022
418,12:00:00 AM,13.1,1/21/2022
419,12:00:00 AM,9.267,1/21/2022
420,12:00:00 AM,9.833,1/21/2022
421,12:00:00 AM,10,1/21/2022
422,12:00:00 AM,9.967,1/21/2022
423,12:00:00 AM,9.8,1/21/2022
424,12:00:00 AM,8.7,1/21/2022
425,12:00:00 AM,12.133,1/21/2022
426,12:00:00 AM,11.3,1/21/2022
427,12:00:00 AM,11.4,1/21/2022
428,12:00:00 AM,13.967,1/21/2022
429,12:00:00 AM,12.933,1/21/2022
430,12:00:00 AM,10.6,1/21/2022
431,12:00:00 AM,24.033,1/21/2022
432,12:00:00 AM,24.5,1/22/2022
433,12:00:00 AM,23.55,1/22/2022
434,12:00:00 AM,22.6,1/22/2022
435,12:00:00 AM,21.667,1/22/2022
436,12:00:00 AM,20.85,1/22/2022
437,12:00:00 AM,20.25,1/22/2022
438,12:00:00 AM,20.3,1/22/2022
439,12:00:00 AM,16.15,1/22/2022
440,12:00:00 AM,11.633,1/22/2022
441,12:00:00 AM,11.2,1/22/2022
442,12:00:00 AM,12.25,1/22/2022
443,12:00:00 AM,8.667,1/22/2022
444,12:00:00 AM,8.533,1/22/2022
445,12:00:00 AM,10.933,1/22/2022
446,12:00:00 AM,9.1,1/22/2022
447,12:00:00 AM,10,1/22/2022
448,12:00:00 AM,23.075,1/22/2022
449,12:00:00 AM,25.033,1/22/2022
450,12:00:00 AM,24.433,1/22/2022
451,12:00:00 AM,23.933,1/22/2022
452,12:00:00 AM,23.15,1/22/2022
453,12:00:00 AM,22.6,1/22/2022
454,12:00:00 AM,22.167,1/22/2022
455,12:00:00 AM,22.033,1/22/2022
456,12:00:00 AM,22.067,1/23/2022
457,12:00:00 AM,21.967,1/23/2022
458,12:00:00 AM,21.65,1/23/2022
459,12:00:00 AM,21.333,1/23/2022
460,12:00:00 AM,20.833,1/23/2022
461,12:00:00 AM,20.5,1/23/2022
462,12:00:00 AM,17.7,1/23/2022
463,12:00:00 AM,16.45,1/23/2022
464,12:00:00 AM,13.133,1/23/2022
465,12:00:00 AM,11.633,1/23/2022
466,12:00:00 AM,7.067,1/23/2022
467,12:00:00 AM,7.4,1/23/2022
468,12:00:00 AM,7.8,1/23/2022
469,12:00:00 AM,8.167,1/23/2022
470,12:00:00 AM,8.567,1/23/2022
471,12:00:00 AM,8.2,1/23/2022
472,12:00:00 AM,7.7,1/23/2022
473,12:00:00 AM,11.767,1/23/2022
474,12:00:00 AM,12.3,1/23/2022
475,12:00:00 AM,12.3,1/23/2022
476,12:00:00 AM,13.2,1/23/2022
477,12:00:00 AM,13.167,1/23/2022
478,12:00:00 AM,15,1/23/2022
479,12:00:00 AM,24.6,1/23/2022
480,12:00:00 AM,25.9,1/24/2022
481,12:00:00 AM,24.6,1/24/2022
482,12:00:00 AM,23.2,1/24/2022
483,12:00:00 AM,22.1,1/24/2022
484,12:00:00 AM,21.45,1/24/2022
485,12:00:00 AM,20.933,1/24/2022
486,12:00:00 AM,20.867,1/24/2022
487,12:00:00 AM,14.833,1/24/2022
488,12:00:00 AM,9.25,1/24/2022
489,12:00:00 AM,11.3,1/24/2022
490,12:00:00 AM,9.067,1/24/2022
491,12:00:00 AM,8.267,1/24/2022
492,12:00:00 AM,10.567,1/24/2022
493,12:00:00 AM,9.05,1/24/2022
494,12:00:00 AM,9.167,1/24/2022
495,12:00:00 AM,12.133,1/24/2022
496,12:00:00 AM,9.7,1/24/2022
497,12:00:00 AM,16.267,1/24/2022
498,12:00:00 AM,15.667,1/24/2022
499,12:00:00 AM,17.867,1/24/2022
500,12:00:00 AM,13.5,1/24/2022
501,12:00:00 AM,11.267,1/24/2022
502,12:00:00 AM,10.933,1/24/2022
503,12:00:00 AM,18.7,1/24/2022
504,12:00:00 AM,22.633,1/25/2022
505,12:00:00 AM,22.833,1/25/2022
506,12:00:00 AM,22.3,1/25/2022
507,12:00:00 AM,21.6,1/25/2022
508,12:00:00 AM,21,1/25/2022
509,12:00:00 AM,20.6,1/25/2022
510,12:00:00 AM,20.367,1/25/2022
511,12:00:00 AM,20.333,1/25/2022
512,12:00:00 AM,20.6,1/25/2022
513,12:00:00 AM,21.1,1/25/2022
514,12:00:00 AM,21.733,1/25/2022
515,12:00:00 AM,17.4,1/25/2022
516,12:00:00 AM,22.233,1/25/2022
517,12:00:00 AM,23.45,1/25/2022
518,12:00:00 AM,23.867,1/25/2022
519,12:00:00 AM,24,1/25/2022
520,12:00:00 AM,24.1,1/25/2022
521,12:00:00 AM,23.9,1/25/2022
522,12:00:00 AM,23.4,1/25/2022
523,12:00:00 AM,22.767,1/25/2022
524,12:00:00 AM,21.967,1/25/2022
525,12:00:00 AM,21.267,1/25/2022
526,12:00:00 AM,20.767,1/25/2022
527,12:00:00 AM,20.4,1/25/2022
528,12:00:00 AM,20.133,1/26/2022
529,12:00:00 AM,20,1/26/2022
530,12:00:00 AM,19.667,1/26/2022
531,12:00:00 AM,19.35,1/26/2022
532,12:00:00 AM,19.1,1/26/2022
533,12:00:00 AM,12.3,1/26/2022
534,12:00:00 AM,15.633,1/26/2022
535,12:00:00 AM,19.567,1/26/2022
536,12:00:00 AM,20,1/26/2022
537,12:00:00 AM,19.567,1/26/2022
538,12:00:00 AM,19.6,1/26/2022
539,12:00:00 AM,20.067,1/26/2022
540,12:00:00 AM,20.533,1/26/2022
541,12:00:00 AM,20.95,1/26/2022
542,12:00:00 AM,21.3,1/26/2022
543,12:00:00 AM,21.6,1/26/2022
544,12:00:00 AM,21.4,1/26/2022
545,12:00:00 AM,21,1/26/2022
546,12:00:00 AM,20.433,1/26/2022
547,12:00:00 AM,19.833,1/26/2022
548,12:00:00 AM,19.4,1/26/2022
549,12:00:00 AM,19,1/26/2022
550,12:00:00 AM,18.75,1/26/2022
551,12:00:00 AM,18.6,1/26/2022
552,12:00:00 AM,18.3,1/27/2022
553,12:00:00 AM,18.05,1/27/2022
554,12:00:00 AM,17.8,1/27/2022
555,12:00:00 AM,17.475,1/27/2022
556,12:00:00 AM,16.933,1/27/2022
557,12:00:00 AM,16.4,1/27/2022
558,12:00:00 AM,17.667,1/27/2022
559,12:00:00 AM,21.3,1/27/2022
560,12:00:00 AM,20.567,1/27/2022
561,12:00:00 AM,19.933,1/27/2022
562,12:00:00 AM,19.95,1/27/2022
563,12:00:00 AM,20.35,1/27/2022
564,12:00:00 AM,21.167,1/27/2022
565,12:00:00 AM,22.1,1/27/2022
566,12:00:00 AM,22.367,1/27/2022
567,12:00:00 AM,21.833,1/27/2022
568,12:00:00 AM,15.1,1/27/2022
569,12:00:00 AM,13.533,1/27/2022
570,12:00:00 AM,13.45,1/27/2022
571,12:00:00 AM,14.433,1/27/2022
572,12:00:00 AM,14.333,1/27/2022
573,12:00:00 AM,23.033,1/27/2022
574,12:00:00 AM,22.75,1/27/2022
575,12:00:00 AM,21.2,1/27/2022
576,12:00:00 AM,19.633,1/28/2022
577,12:00:00 AM,18.4,1/28/2022
578,12:00:00 AM,17.5,1/28/2022
579,12:00:00 AM,17.767,1/28/2022
580,12:00:00 AM,18.8,1/28/2022
581,12:00:00 AM,19.433,1/28/2022
582,12:00:00 AM,15.3,1/28/2022
583,12:00:00 AM,12.1,1/28/2022
584,12:00:00 AM,15.033,1/28/2022
585,12:00:00 AM,9.267,1/28/2022
586,12:00:00 AM,8.267,1/28/2022
587,12:00:00 AM,5.7,1/28/2022
588,12:00:00 AM,13.267,1/28/2022
589,12:00:00 AM,9.467,1/28/2022
590,12:00:00 AM,16.8,1/28/2022
591,12:00:00 AM,9.7,1/28/2022
592,12:00:00 AM,12.3,1/28/2022
593,12:00:00 AM,20.533,1/28/2022
594,12:00:00 AM,13.767,1/28/2022
595,12:00:00 AM,14.533,1/28/2022
596,12:00:00 AM,17.8,1/28/2022
597,12:00:00 AM,23.75,1/28/2022
598,12:00:00 AM,23.167,1/28/2022
599,12:00:00 AM,21.3,1/28/2022
600,12:00:00 AM,19.8,1/29/2022
601,12:00:00 AM,18.8,1/29/2022
602,12:00:00 AM,18.05,1/29/2022
603,12:00:00 AM,17.5,1/29/2022
604,12:00:00 AM,17.033,1/29/2022
605,12:00:00 AM,16.767,1/29/2022
606,12:00:00 AM,17.033,1/29/2022
607,12:00:00 AM,17.7,1/29/2022
608,12:00:00 AM,18.5,1/29/2022
609,12:00:00 AM,19.433,1/29/2022
610,12:00:00 AM,20.5,1/29/2022
611,12:00:00 AM,21.567,1/29/2022
612,12:00:00 AM,22.5,1/29/2022
613,12:00:00 AM,23.2,1/29/2022
614,12:00:00 AM,23.4,1/29/2022
615,12:00:00 AM,23.167,1/29/2022
616,12:00:00 AM,22.5,1/29/2022
617,12:00:00 AM,21.8,1/29/2022
618,12:00:00 AM,21.167,1/29/2022
619,12:00:00 AM,20.433,1/29/2022
620,12:00:00 AM,19.833,1/29/2022
621,12:00:00 AM,19.333,1/29/2022
622,12:00:00 AM,18.9,1/29/2022
623,12:00:00 AM,18.5,1/29/2022
624,12:00:00 AM,18.2,1/30/2022
625,12:00:00 AM,17.9,1/30/2022
626,12:00:00 AM,17.6,1/30/2022
627,12:00:00 AM,19.133,1/30/2022
628,12:00:00 AM,18.467,1/30/2022
629,12:00:00 AM,13,1/30/2022
630,12:00:00 AM,13.967,1/30/2022
631,12:00:00 AM,15.6,1/30/2022
632,12:00:00 AM,15.567,1/30/2022
633,12:00:00 AM,6.3,1/30/2022
634,12:00:00 AM,5.867,1/30/2022
635,12:00:00 AM,6.6,1/30/2022
636,12:00:00 AM,7.3,1/30/2022
