Sl_No,Datetime,Hourly_Temp
933,9:00:00 PM,22.367
934,10:00:00 PM,21.967
935,11:00:00 PM,21.55
936,12:00:00 AM,21.067
937,1:00:00 AM,20.7
938,2:00:00 AM,20.367
939,3:00:00 AM,20
940,4:00:00 AM,19.6
941,5:00:00 AM,19.6
942,6:00:00 AM,19.867
943,7:00:00 AM,20.6
944,8:00:00 AM,21.7
945,9:00:00 AM,22.95
946,10:00:00 AM,24.15
947,11:00:00 AM,25.267
948,12:00:00 PM,26.133
949,1:00:00 PM,26.467
950,2:00:00 PM,25.967
951,3:00:00 PM,25.25
952,4:00:00 PM,24.433
953,5:00:00 PM,23.433
954,6:00:00 PM,22.7
955,7:00:00 PM,22.1
956,8:00:00 PM,21.75
957,9:00:00 PM,21.667
958,10:00:00 PM,21.4
959,11:00:00 PM,21.1
960,12:00:00 AM,20.7
961,1:00:00 AM,20.45
962,2:00:00 AM,20.2
963,3:00:00 AM,19.8
964,4:00:00 AM,19.533
965,5:00:00 AM,19.533
966,6:00:00 AM,19.8
967,7:00:00 AM,20.35
968,8:00:00 AM,21.133
969,9:00:00 AM,22.2
970,10:00:00 AM,23.2
971,11:00:00 AM,24.2
972,12:00:00 PM,24.85
973,1:00:00 PM,25.567
974,2:00:00 PM,25.667
975,3:00:00 PM,25.233
976,4:00:00 PM,24.3
977,5:00:00 PM,23.65
978,6:00:00 PM,23
979,7:00:00 PM,22.2
980,8:00:00 PM,21.7
981,9:00:00 PM,21.533
982,10:00:00 PM,21.35
983,11:00:00 PM,21.133
984,12:00:00 AM,20.8
985,1:00:00 AM,20.533
986,2:00:00 AM,20.25
987,3:00:00 AM,20.1
988,4:00:00 AM,19.733
989,5:00:00 AM,19.7
990,6:00:00 AM,19.8
991,7:00:00 AM,20.2
992,8:00:00 AM,20.95
993,9:00:00 AM,21.933
994,10:00:00 AM,22.867
995,11:00:00 AM,23.867
996,12:00:00 PM,24.8
997,1:00:00 PM,25.5
998,2:00:00 PM,17.3
999,3:00:00 PM,7.9
1000,4:00:00 PM,11.1
1001,5:00:00 PM,11.567
1002,6:00:00 PM,14.2
1003,7:00:00 PM,14.667
1004,8:00:00 PM,15.233
1005,9:00:00 PM,26.833
1006,10:00:00 PM,25.833
1007,11:00:00 PM,24.133
1008,12:00:00 AM,22.9
1009,1:00:00 AM,22.033
1010,2:00:00 AM,21.3
1011,3:00:00 AM,20.7
1012,4:00:00 AM,20.233
1013,5:00:00 AM,20.05
1014,6:00:00 AM,20.3
1015,7:00:00 AM,21
1016,8:00:00 AM,22.1
1017,9:00:00 AM,23.467
1018,10:00:00 AM,24.867
1019,11:00:00 AM,26.267
1020,12:00:00 PM,27.3
1021,1:00:00 PM,27.95
1022,2:00:00 PM,28.4
1023,3:00:00 PM,28.05
1024,4:00:00 PM,27.35
1025,5:00:00 PM,26.6
1026,6:00:00 PM,25.7
1027,7:00:00 PM,24.867
1028,8:00:00 PM,24.2
1029,9:00:00 PM,23.6
1030,10:00:00 PM,22.933
1031,11:00:00 PM,22.3
1032,12:00:00 AM,21.833
1033,1:00:00 AM,21.45
1034,2:00:00 AM,21.1
1035,3:00:00 AM,20.733
1036,4:00:00 AM,14.4
1037,5:00:00 AM,23.05
1038,6:00:00 AM,23.967
1039,7:00:00 AM,23.433
1040,8:00:00 AM,23.6
1041,9:00:00 AM,24.3
1042,10:00:00 AM,25.325
1043,11:00:00 AM,26.4
1044,12:00:00 PM,27.133
1045,1:00:00 PM,19.25
1046,2:00:00 PM,9.3
1047,3:00:00 PM,8.733
1048,4:00:00 PM,8.7
1049,5:00:00 PM,8.333
1050,6:00:00 PM,11.233
1051,7:00:00 PM,7.933
1052,8:00:00 PM,15.5
1053,9:00:00 PM,21.967
1054,10:00:00 PM,24.8
1055,11:00:00 PM,24.2
1056,12:00:00 AM,23.4
1057,1:00:00 AM,22.6
1058,2:00:00 AM,21.733
1059,3:00:00 AM,20.933
1060,4:00:00 AM,20
1061,5:00:00 AM,19.833
1062,6:00:00 AM,20.133
1063,7:00:00 AM,20.8
1064,8:00:00 AM,22.075
1065,9:00:00 AM,23.1
1066,10:00:00 AM,24.133
1067,11:00:00 AM,25.167
1068,12:00:00 PM,26
1069,1:00:00 PM,26.567
1070,2:00:00 PM,26.533
1071,3:00:00 PM,25.95
1072,4:00:00 PM,25.067
1073,5:00:00 PM,24.167
1074,6:00:00 PM,23.3
1075,7:00:00 PM,22.5
1076,8:00:00 PM,21.833
1077,9:00:00 PM,21.667
1078,10:00:00 PM,21.333
1079,11:00:00 PM,20.933
1080,12:00:00 AM,20.6
1081,1:00:00 AM,20.3
1082,2:00:00 AM,20
1083,3:00:00 AM,19.7
1084,4:00:00 AM,19.533
1085,5:00:00 AM,19.9
1086,6:00:00 AM,20.333
1087,7:00:00 AM,21.133
1088,8:00:00 AM,22.333
1089,9:00:00 AM,23.7
1090,10:00:00 AM,24.833
1091,11:00:00 AM,25.6
1092,12:00:00 PM,26.333
1093,1:00:00 PM,26.767
1094,2:00:00 PM,22.433
1095,3:00:00 PM,24.567
1096,4:00:00 PM,17.4
1097,5:00:00 PM,13.333
1098,6:00:00 PM,11.933
1099,7:00:00 PM,11.767
1100,8:00:00 PM,15.367
1101,9:00:00 PM,27.5
1102,10:00:00 PM,26.6
1103,11:00:00 PM,25
1104,12:00:00 AM,23.9
1105,1:00:00 AM,22.833
1106,2:00:00 AM,22.1
1107,3:00:00 AM,21.4
1108,4:00:00 AM,20.833
1109,5:00:00 AM,20.5
1110,6:00:00 AM,20.733
1111,7:00:00 AM,21.4
1112,8:00:00 AM,22.3
1113,9:00:00 AM,23.333
1114,10:00:00 AM,24.5
1115,11:00:00 AM,25.8
1116,12:00:00 PM,26.767
1117,1:00:00 PM,27.5
1118,2:00:00 PM,27.4
1119,3:00:00 PM,26.867
1120,4:00:00 PM,25.833
1121,5:00:00 PM,24.8
1122,6:00:00 PM,24.033
1123,7:00:00 PM,23.267
1124,8:00:00 PM,22.7
1125,9:00:00 PM,22.5
1126,10:00:00 PM,22.3
1127,11:00:00 PM,22
1128,12:00:00 AM,21.7
1129,1:00:00 AM,21.3
1130,2:00:00 AM,21.1
1131,3:00:00 AM,20.8
1132,4:00:00 AM,20.4
1133,5:00:00 AM,20.333
1134,6:00:00 AM,20.633
1135,7:00:00 AM,21.333
1136,8:00:00 AM,22.3
1137,9:00:00 AM,23.5
1138,10:00:00 AM,25.4
1139,11:00:00 AM,26.967
1140,12:00:00 PM,28.033
1141,1:00:00 PM,28.833
1142,2:00:00 PM,28.967
1143,3:00:00 PM,28.4
1144,4:00:00 PM,27.3
1145,5:00:00 PM,26.133
1146,6:00:00 PM,25.167
1147,7:00:00 PM,24.45
1148,8:00:00 PM,23.733
1149,9:00:00 PM,23.375
1150,10:00:00 PM,23.167
1151,11:00:00 PM,22.933
1152,12:00:00 AM,22.7
1153,1:00:00 AM,22.5
1154,2:00:00 AM,22.267
1155,3:00:00 AM,21.9
1156,4:00:00 AM,21.367
1157,5:00:00 AM,21.167
1158,6:00:00 AM,21.3
1159,7:00:00 AM,21.975
1160,8:00:00 AM,23.133
1161,9:00:00 AM,22.8
1162,10:00:00 AM,24.333
1163,11:00:00 AM,26.333
1164,12:00:00 PM,27.633
1165,1:00:00 PM,28.4
1166,2:00:00 PM,28.367
1167,3:00:00 PM,27.7
1168,4:00:00 PM,26.85
1169,5:00:00 PM,26.033
1170,6:00:00 PM,25.4
1171,7:00:00 PM,24.533
1172,8:00:00 PM,23.8
1173,9:00:00 PM,23.467
1174,10:00:00 PM,23.267
1175,11:00:00 PM,23
1176,12:00:00 AM,22.7
1177,1:00:00 AM,22.4
1178,2:00:00 AM,22.1
1179,3:00:00 AM,21.8
1180,4:00:00 AM,21.533
1181,5:00:00 AM,21.6
1182,6:00:00 AM,22
1183,7:00:00 AM,22.933
1184,8:00:00 AM,24.325
1185,9:00:00 AM,25.933
1186,10:00:00 AM,27.467
1187,11:00:00 AM,28.967
1188,12:00:00 PM,29.9
1189,1:00:00 PM,30.567
1190,2:00:00 PM,30.567
1191,3:00:00 PM,30
1192,4:00:00 PM,29.1
1193,5:00:00 PM,28.4
1194,6:00:00 PM,27.7
1195,7:00:00 PM,27
1196,8:00:00 PM,26.167
1197,9:00:00 PM,25.4
1198,10:00:00 PM,24.7
1199,11:00:00 PM,24.133
1200,12:00:00 AM,23.6
1201,1:00:00 AM,23.1
1202,2:00:00 AM,22.6
1203,3:00:00 AM,22.133
1204,4:00:00 AM,21.7
1205,5:00:00 AM,21.433
1206,6:00:00 AM,21.633
1207,7:00:00 AM,22.433
1208,8:00:00 AM,23.767
1209,9:00:00 AM,25.267
1210,10:00:00 AM,26.9
1211,11:00:00 AM,28.8
1212,12:00:00 PM,29.9
1213,1:00:00 PM,30.533
1214,2:00:00 PM,30.367
1215,3:00:00 PM,29.55
1216,4:00:00 PM,28.4
1217,5:00:00 PM,27.133
1218,6:00:00 PM,26.3
1219,7:00:00 PM,25
1220,8:00:00 PM,24.2
1221,9:00:00 PM,23.8
1222,10:00:00 PM,23.6
1223,11:00:00 PM,23.3
1224,12:00:00 AM,22.867
1225,1:00:00 AM,22.367
1226,2:00:00 AM,21.867
1227,3:00:00 AM,21.433
1228,4:00:00 AM,20.967
1229,5:00:00 AM,20.733
1230,6:00:00 AM,21.1
1231,7:00:00 AM,22
1232,8:00:00 AM,23.5
1233,9:00:00 AM,25.2
1234,10:00:00 AM,26.9
1235,11:00:00 AM,28.467
1236,12:00:00 PM,29.2
1237,1:00:00 PM,29.567
1238,2:00:00 PM,29.6
1239,3:00:00 PM,29.267
1240,4:00:00 PM,28.267
1241,5:00:00 PM,27
1242,6:00:00 PM,25.9
1243,7:00:00 PM,25.05
1244,8:00:00 PM,24.367
1245,9:00:00 PM,24
1246,10:00:00 PM,23.75
1247,11:00:00 PM,23.4
1248,12:00:00 AM,22.967
1249,1:00:00 AM,22.533
1250,2:00:00 AM,22.133
1251,3:00:00 AM,21.7
1252,4:00:00 AM,21.3
1253,5:00:00 AM,21.05
1254,6:00:00 AM,21.233
1255,7:00:00 AM,22.133
1256,8:00:00 AM,23.7
1257,9:00:00 AM,25.6
1258,10:00:00 AM,27.6
1259,11:00:00 AM,29.367
1260,12:00:00 PM,30.6
1261,1:00:00 PM,31.3
1262,2:00:00 PM,31.3
1263,3:00:00 PM,30.6
1264,4:00:00 PM,29.467
1265,5:00:00 PM,28.533
1266,6:00:00 PM,27.367
1267,7:00:00 PM,26.133
1268,8:00:00 PM,25.3
1269,9:00:00 PM,25
1270,10:00:00 PM,24.8
1271,11:00:00 PM,24.5
1272,12:00:00 AM,24.1
1273,1:00:00 AM,23.667
1274,2:00:00 AM,23.233
1275,3:00:00 AM,22.733
1276,4:00:00 AM,22.2
1277,5:00:00 AM,14.9
1278,6:00:00 AM,14.933
1279,7:00:00 AM,8.45
1280,8:00:00 AM,9.1
1281,9:00:00 AM,10.167
1282,10:00:00 AM,11.367
1283,11:00:00 AM,12.167
1284,12:00:00 PM,18.867
1285,1:00:00 PM,12.833
1286,2:00:00 PM,11.3
1287,3:00:00 PM,12.8
1288,4:00:00 PM,25.233
1289,5:00:00 PM,26.45
1290,6:00:00 PM,26.5
1291,7:00:00 PM,25.7
1292,8:00:00 PM,25.133
1293,9:00:00 PM,24.9
1294,10:00:00 PM,24.833
1295,11:00:00 PM,24.65
1296,12:00:00 AM,24.4
1297,1:00:00 AM,23.967
1298,2:00:00 AM,23.55
1299,3:00:00 AM,23.1
1300,4:00:00 AM,15.833
1301,5:00:00 AM,19.033
1302,6:00:00 AM,22.7
1303,7:00:00 AM,23.4
1304,8:00:00 AM,24.233
1305,9:00:00 AM,25.55
1306,10:00:00 AM,26.8
1307,11:00:00 AM,28
1308,12:00:00 PM,29.033
1309,1:00:00 PM,29.6
1310,2:00:00 PM,29.5
1311,3:00:00 PM,28.9
1312,4:00:00 PM,19.15
1313,5:00:00 PM,14.333
1314,6:00:00 PM,12.5
1315,7:00:00 PM,14.15
1316,8:00:00 PM,14.2
1317,9:00:00 PM,17
1318,10:00:00 PM,24.433
1319,11:00:00 PM,24.7
1320,12:00:00 AM,23.967
1321,1:00:00 AM,23.267
1322,2:00:00 AM,22.6
1323,3:00:00 AM,21.367
1324,4:00:00 AM,20.8
1325,5:00:00 AM,20.8
1326,6:00:00 AM,21.133
1327,7:00:00 AM,22.2
1328,8:00:00 AM,23.6
1329,9:00:00 AM,25
1330,10:00:00 AM,26.3
1331,11:00:00 AM,27.65
1332,12:00:00 PM,29.367
1333,1:00:00 PM,18.7
1334,2:00:00 PM,11.825
1335,3:00:00 PM,10.467
1336,4:00:00 PM,9.333
1337,5:00:00 PM,15.267
1338,6:00:00 PM,12.167
1339,7:00:00 PM,12.333
1340,8:00:00 PM,13.333
1341,9:00:00 PM,26.367
1342,10:00:00 PM,26.98
1343,11:00:00 PM,26
1344,12:00:00 AM,24.867
1345,1:00:00 AM,23.9
1346,2:00:00 AM,23.167
1347,3:00:00 AM,22.5
1348,4:00:00 AM,22.033
1349,5:00:00 AM,21.933
1350,6:00:00 AM,22.35
1351,7:00:00 AM,23.25
1352,8:00:00 AM,24.933
1353,9:00:00 AM,26.7
1354,10:00:00 AM,28.233
1355,11:00:00 AM,29.467
1356,12:00:00 PM,30.7
1357,1:00:00 PM,30.9
1358,2:00:00 PM,30.967
1359,3:00:00 PM,30.6
1360,4:00:00 PM,29.767
1361,5:00:00 PM,28.9
1362,6:00:00 PM,28.033
1363,7:00:00 PM,27.233
1364,8:00:00 PM,26.467
1365,9:00:00 PM,25.8
1366,10:00:00 PM,25.2
1367,11:00:00 PM,24.667
1368,12:00:00 AM,24.3
1369,1:00:00 AM,23.933
1370,2:00:00 AM,23.4
1371,3:00:00 AM,22.667
1372,4:00:00 AM,22.233
1373,5:00:00 AM,15.533
1374,6:00:00 AM,9.5
1375,7:00:00 AM,8.4
1376,8:00:00 AM,8.85
1377,9:00:00 AM,9.5
1378,10:00:00 AM,10.967
1379,11:00:00 AM,12.5
1380,12:00:00 PM,11.967
1381,1:00:00 PM,20.267
1382,2:00:00 PM,28.167
1383,3:00:00 PM,28.567
1384,4:00:00 PM,27.467
1385,5:00:00 PM,26.35
1386,6:00:00 PM,25.2
1387,7:00:00 PM,24.1
1388,8:00:00 PM,23.3
1389,9:00:00 PM,23.167
1390,10:00:00 PM,23.133
1391,11:00:00 PM,22.9
1392,12:00:00 AM,22.65
1393,1:00:00 AM,22.4
1394,2:00:00 AM,22.1
1395,3:00:00 AM,21.767
1396,4:00:00 AM,21.433
1397,5:00:00 AM,21.4
1398,6:00:00 AM,21.533
1399,7:00:00 AM,22.333
1400,8:00:00 AM,23.6
1401,9:00:00 AM,25.1
1402,10:00:00 AM,26.7
1403,11:00:00 AM,28.167
1404,12:00:00 PM,29.2
1405,1:00:00 PM,29.833
1406,2:00:00 PM,29.667
1407,3:00:00 PM,28.8
1408,4:00:00 PM,27.5
1409,5:00:00 PM,26.4
1410,6:00:00 PM,25.4
1411,7:00:00 PM,24.55
1412,8:00:00 PM,23.833
1413,9:00:00 PM,23.567
1414,10:00:00 PM,23.567
1415,11:00:00 PM,23.433
1416,12:00:00 AM,23.2
1417,1:00:00 AM,22.9
1418,2:00:00 AM,22.6
1419,3:00:00 AM,22.25
1420,4:00:00 AM,21.967
1421,5:00:00 AM,21.467
1422,6:00:00 AM,21.533
1423,7:00:00 AM,22.4
1424,8:00:00 AM,23.633
1425,9:00:00 AM,24.85
1426,10:00:00 AM,26.9
1427,11:00:00 AM,28.367
1428,12:00:00 PM,29.167
1429,1:00:00 PM,29.733
1430,2:00:00 PM,29.5
1431,3:00:00 PM,28.633
1432,4:00:00 PM,27.675
1433,5:00:00 PM,27
1434,6:00:00 PM,26.467
1435,7:00:00 PM,25.6
1436,8:00:00 PM,24.867
1437,9:00:00 PM,24.65
1438,10:00:00 PM,24.4
1439,11:00:00 PM,24.1
1440,12:00:00 AM,23.8
1441,1:00:00 AM,23.5
1442,2:00:00 AM,23.1
1443,3:00:00 AM,22.8
1444,4:00:00 AM,18.167
1445,5:00:00 AM,11.667
1446,6:00:00 AM,11.5
1447,7:00:00 AM,8.467
1448,8:00:00 AM,12.35
1449,9:00:00 AM,23.833
1450,10:00:00 AM,25.933
1451,11:00:00 AM,26.733
1452,12:00:00 PM,27.367
1453,1:00:00 PM,28.733
1454,2:00:00 PM,29.367
1455,3:00:00 PM,28.9
1456,4:00:00 PM,28
1457,5:00:00 PM,27.1
1458,6:00:00 PM,26.467
1459,7:00:00 PM,25.4
1460,8:00:00 PM,24.6
1461,9:00:00 PM,24.467
1462,10:00:00 PM,24.533
1463,11:00:00 PM,24.45
1464,12:00:00 AM,24.35
1465,1:00:00 AM,24.1
1466,2:00:00 AM,23.8
1467,3:00:00 AM,23.5
1468,4:00:00 AM,18.733
1469,5:00:00 AM,7.95
1470,6:00:00 AM,8.533
1471,7:00:00 AM,9.3
1472,8:00:00 AM,10.067
1473,9:00:00 AM,11.133
1474,10:00:00 AM,11.3
1475,11:00:00 AM,11.6
1476,12:00:00 PM,15.5
1477,1:00:00 PM,11.825
1478,2:00:00 PM,11.15
1479,3:00:00 PM,10.533
1480,4:00:00 PM,9.633
1481,5:00:00 PM,13.9
1482,6:00:00 PM,8.7
1483,7:00:00 PM,8.4
1484,8:00:00 PM,12.167
1485,9:00:00 PM,26.625
1486,10:00:00 PM,28.567
1487,11:00:00 PM,27.667
1488,12:00:00 AM,26.75
1489,1:00:00 AM,26
1490,2:00:00 AM,25.2
1491,3:00:00 AM,24.6
1492,4:00:00 AM,24
1493,5:00:00 AM,23.133
1494,6:00:00 AM,23.1
1495,7:00:00 AM,23.825
1496,8:00:00 AM,25.1
1497,9:00:00 AM,26.767
1498,10:00:00 AM,28.433
1499,11:00:00 AM,29.833
1500,12:00:00 PM,30.367
1501,1:00:00 PM,31.167
1502,2:00:00 PM,31.067
1503,3:00:00 PM,30.3
1504,4:00:00 PM,29.267
1505,5:00:00 PM,28.2
1506,6:00:00 PM,27.45
1507,7:00:00 PM,26.4
1508,8:00:00 PM,25.467
1509,9:00:00 PM,25.1
1510,10:00:00 PM,24.933
1511,11:00:00 PM,24.7
1512,12:00:00 AM,24.4
1513,1:00:00 AM,24.1
1514,2:00:00 AM,23.767
1515,3:00:00 AM,23.5
1516,4:00:00 AM,23.333
1517,5:00:00 AM,23.3
1518,6:00:00 AM,23.733
1519,7:00:00 AM,24.6
1520,8:00:00 AM,25.733
1521,9:00:00 AM,27
1522,10:00:00 AM,28.233
1523,11:00:00 AM,29.6
1524,12:00:00 PM,30.7
1525,1:00:00 PM,26.233
1526,2:00:00 PM,29.467
1527,3:00:00 PM,30.75
1528,4:00:00 PM,30.567
1529,5:00:00 PM,30
1530,6:00:00 PM,29.333
1531,7:00:00 PM,28.533
1532,8:00:00 PM,27.8
1533,9:00:00 PM,27.167
1534,10:00:00 PM,26.5
1535,11:00:00 PM,25.9
1536,12:00:00 AM,25.333
1537,1:00:00 AM,24.95
1538,2:00:00 AM,24.633
1539,3:00:00 AM,24.233
1540,4:00:00 AM,23.9
1541,5:00:00 AM,23.633
1542,6:00:00 AM,23.733
1543,7:00:00 AM,24.467
1544,8:00:00 AM,25.567
1545,9:00:00 AM,26.833
1546,10:00:00 AM,28
1547,11:00:00 AM,28.9
1548,12:00:00 PM,29.7
1549,1:00:00 PM,30.1
1550,2:00:00 PM,11.7
1551,3:00:00 PM,10.2
1552,4:00:00 PM,9.567
1553,5:00:00 PM,18.4
1554,6:00:00 PM,9
1555,7:00:00 PM,8.75
1556,8:00:00 PM,8.367
1557,9:00:00 PM,17.1
1558,10:00:00 PM,26.1
1559,11:00:00 PM,26.9
1560,12:00:00 AM,26.667
1561,1:00:00 AM,26.2
1562,2:00:00 AM,25.633
1563,3:00:00 AM,25.1
1564,4:00:00 AM,11
1565,5:00:00 AM,21.9
1566,6:00:00 AM,23.2
1567,7:00:00 AM,23.733
1568,8:00:00 AM,24.567
1569,9:00:00 AM,25.667
1570,10:00:00 AM,26.6
1571,11:00:00 AM,27.167
1572,12:00:00 PM,27.75
1573,1:00:00 PM,28.15
1574,2:00:00 PM,28.233
1575,3:00:00 PM,27.867
1576,4:00:00 PM,27.133
1577,5:00:00 PM,26.667
1578,6:00:00 PM,26.133
1579,7:00:00 PM,25.567
1580,8:00:00 PM,25.2
1581,9:00:00 PM,25.15
1582,10:00:00 PM,25.367
1583,11:00:00 PM,25.425
1584,12:00:00 AM,25.5
1585,1:00:00 AM,25.433
1586,2:00:00 AM,25.267
1587,3:00:00 AM,24.967
1588,4:00:00 AM,24.65
1589,5:00:00 AM,8.7
1590,6:00:00 AM,8.333
1591,7:00:00 AM,8.667
1592,8:00:00 AM,9.267
1593,9:00:00 AM,9.8
1594,10:00:00 AM,10.333
1595,11:00:00 AM,10.35
1596,12:00:00 PM,10.8
1597,1:00:00 PM,14.1
1598,2:00:00 PM,25.4
1599,3:00:00 PM,25.925
1600,4:00:00 PM,25.5
1601,5:00:00 PM,24.933
1602,6:00:00 PM,20.633
1603,7:00:00 PM,8.6
1604,8:00:00 PM,8.767
1605,9:00:00 PM,21.067
1606,10:00:00 PM,25.533
1607,11:00:00 PM,25.7
1608,12:00:00 AM,25.3
1609,1:00:00 AM,24.7
1610,2:00:00 AM,24.333
1611,3:00:00 AM,20.633
1612,4:00:00 AM,8.9
1613,5:00:00 AM,8.3
1614,6:00:00 AM,8.5
1615,7:00:00 AM,8.767
1616,8:00:00 AM,8.967
1617,9:00:00 AM,9.933
1618,10:00:00 AM,10.267
1619,11:00:00 AM,10.333
1620,12:00:00 PM,13.367
1621,1:00:00 PM,10.7
1622,2:00:00 PM,10.5
1623,3:00:00 PM,9.967
1624,4:00:00 PM,9.567
1625,5:00:00 PM,9.2
1626,6:00:00 PM,8.867
1627,7:00:00 PM,8.6
1628,8:00:00 PM,11.8
1629,9:00:00 PM,22.667
1630,10:00:00 PM,26.633
1631,11:00:00 PM,26.2
1632,12:00:00 AM,25.167
1633,1:00:00 AM,24.233
1634,2:00:00 AM,23.5
1635,3:00:00 AM,22.8
1636,4:00:00 AM,21.767
1637,5:00:00 AM,21.533
1638,6:00:00 AM,21.75
1639,7:00:00 AM,22.425
1640,8:00:00 AM,23.767
1641,9:00:00 AM,24.85
1642,10:00:00 AM,26.067
1643,11:00:00 AM,27.433
1644,12:00:00 PM,28
1645,1:00:00 PM,28.467
1646,2:00:00 PM,28.2
1647,3:00:00 PM,27.667
1648,4:00:00 PM,26.833
1649,5:00:00 PM,26.25
1650,6:00:00 PM,25.9
1651,7:00:00 PM,25.2
1652,8:00:00 PM,24.6
1653,9:00:00 PM,24.333
1654,10:00:00 PM,24.233
1655,11:00:00 PM,24.067
1656,12:00:00 AM,23.825
1657,1:00:00 AM,23.5
1658,2:00:00 AM,23.267
1659,3:00:00 AM,23
1660,4:00:00 AM,22.65
1661,5:00:00 AM,22.5
1662,6:00:00 AM,22.767
1663,7:00:00 AM,23.567
1664,8:00:00 AM,24.8
1665,9:00:00 AM,26.3
1666,10:00:00 AM,27.8
1667,11:00:00 AM,18.3
1668,12:00:00 PM,23.75
1669,1:00:00 PM,11.567
1670,2:00:00 PM,10.633
1671,3:00:00 PM,24.8
1672,4:00:00 PM,26.1
1673,5:00:00 PM,25.767
1674,6:00:00 PM,24.35
1675,7:00:00 PM,22.933
1676,8:00:00 PM,22.367
1677,9:00:00 PM,22.3
1678,10:00:00 PM,22.3
1679,11:00:00 PM,22.3
1680,12:00:00 AM,22.167
1681,1:00:00 AM,21.967
1682,2:00:00 AM,21.7
1683,3:00:00 AM,21.4
1684,4:00:00 AM,21.2
1685,5:00:00 AM,21.267
1686,6:00:00 AM,21.9
1687,7:00:00 AM,22.85
1688,8:00:00 AM,24.2
1689,9:00:00 AM,25.95
1690,10:00:00 AM,26.667
1691,11:00:00 AM,27.867
1692,12:00:00 PM,29.05
1693,1:00:00 PM,29.933
1694,2:00:00 PM,31.067
1695,3:00:00 PM,30.8
1696,4:00:00 PM,30.033
1697,5:00:00 PM,29.167
1698,6:00:00 PM,28.3
1699,7:00:00 PM,27.467
1700,8:00:00 PM,26.675
1701,9:00:00 PM,26.05
1702,10:00:00 PM,25.433
1703,11:00:00 PM,24.8
1704,12:00:00 AM,24.2
1705,1:00:00 AM,23.7
1706,2:00:00 AM,23.2
1707,3:00:00 AM,22.7
1708,4:00:00 AM,22.167
1709,5:00:00 AM,22.233
1710,6:00:00 AM,22.45
1711,7:00:00 AM,23.133
1712,8:00:00 AM,24.3
1713,9:00:00 AM,25.733
1714,10:00:00 AM,27.333
1715,11:00:00 AM,28.733
1716,12:00:00 PM,29.533
1717,1:00:00 PM,30.35
1718,2:00:00 PM,30.367
1719,3:00:00 PM,30
1720,4:00:00 PM,25.675
1721,5:00:00 PM,26.35
1722,6:00:00 PM,26.067
1723,7:00:00 PM,25.5
1724,8:00:00 PM,24.9
1725,9:00:00 PM,24.5
1726,10:00:00 PM,24.267
1727,11:00:00 PM,23.9
1728,12:00:00 AM,23.5
1729,1:00:00 AM,23.1
1730,2:00:00 AM,22.75
1731,3:00:00 AM,22.433
1732,4:00:00 AM,22.1
1733,5:00:00 AM,12.5
1734,6:00:00 AM,7.967
1735,7:00:00 AM,9.2
1736,8:00:00 AM,10.6
1737,9:00:00 AM,12.267
1738,10:00:00 AM,12.7
1739,11:00:00 AM,12.85
1740,12:00:00 PM,12.867
1741,1:00:00 PM,20.933
1742,2:00:00 PM,29.933
1743,3:00:00 PM,30.867
1744,4:00:00 PM,30.4
1745,5:00:00 PM,29.433
1746,6:00:00 PM,28.4
1747,7:00:00 PM,27.433
1748,8:00:00 PM,26.667
1749,9:00:00 PM,26.233
1750,10:00:00 PM,25.95
1751,11:00:00 PM,25.7
1752,12:00:00 AM,25.333
1753,1:00:00 AM,25
1754,2:00:00 AM,24.7
1755,3:00:00 AM,24.367
1756,4:00:00 AM,23.967
1757,5:00:00 AM,23.7
1758,6:00:00 AM,24.033
1759,7:00:00 AM,25.267
1760,8:00:00 AM,27
1761,9:00:00 AM,28.967
1762,10:00:00 AM,30.85
1763,11:00:00 AM,31.667
1764,12:00:00 PM,31.933
1765,1:00:00 PM,32.233
1766,2:00:00 PM,32.467
1767,3:00:00 PM,31.9
1768,4:00:00 PM,31
1769,5:00:00 PM,29.95
1770,6:00:00 PM,28.833
1771,7:00:00 PM,27.9
1772,8:00:00 PM,27.033
1773,9:00:00 PM,26.7
1774,10:00:00 PM,26.567
1775,11:00:00 PM,26.3
1776,12:00:00 AM,26
1777,1:00:00 AM,25.75
1778,2:00:00 AM,25.5
1779,3:00:00 AM,25.2
1780,4:00:00 AM,17.1
1781,5:00:00 AM,19.6
1782,6:00:00 AM,22.867
1783,7:00:00 AM,24.333
1784,8:00:00 AM,26.333
1785,9:00:00 AM,30.333
1786,10:00:00 AM,16.867
1787,11:00:00 AM,16
1788,12:00:00 PM,16.133
1789,1:00:00 PM,21.45
1790,2:00:00 PM,32.1
1791,3:00:00 PM,33.467
1792,4:00:00 PM,32.8
1793,5:00:00 PM,31.533
1794,6:00:00 PM,30.3
1795,7:00:00 PM,29.233
1796,8:00:00 PM,28.333
1797,9:00:00 PM,28.05
1798,10:00:00 PM,27.833
1799,11:00:00 PM,27.6
1800,12:00:00 AM,27.267
1801,1:00:00 AM,26.933
1802,2:00:00 AM,26.6
1803,3:00:00 AM,26.3
1804,4:00:00 AM,14.333
1805,5:00:00 AM,9.033
1806,6:00:00 AM,9.6
1807,7:00:00 AM,10.767
1808,8:00:00 AM,11.5
1809,9:00:00 AM,12.467
1810,10:00:00 AM,13.567
1811,11:00:00 AM,13.833
1812,12:00:00 PM,14.3
1813,1:00:00 PM,24.833
1814,2:00:00 PM,32.933
